s,a,r,sp
30416,1,0,28599
45166,1,0,95243
15546,0,0,20587
1146,1,0,45542
49101,0,0,45392
30878,0,0,21431
82647,0,-1,57796
95302,0,0,45473
2858,0,0,33349
13685,0,-1,32376
23545,0,-1,99071
9374,0,0,3428
40187,1,0,11267
48927,1,0,14318
76345,1,0,41712
78470,1,0,831
3428,0,-1,41034
30099,1,0,91610
47237,0,0,63118
84835,0,0,20320
73750,1,0,63673
28599,0,0,55533
31602,0,0,80628
87416,0,0,385
30769,0,0,31026
9095,0,-1,96982
81815,0,0,1303
84474,0,-1,87798
52728,0,-1,4086
39923,1,0,10266
70736,1,0,41816
79476,1,0,44867
51655,2,0,72261
9019,1,0,15028
10266,1,0,96742
41816,0,0,58858
15591,0,0,8840
8272,0,0,17579
17935,0,0,6354
20499,1,0,67194
94493,0,0,14275
12938,0,-1,23673
93950,0,0,8681
8081,0,-1,63263
20413,0,0,83883
81555,0,-1,40932
91562,0,0,63102
88186,0,-1,41736
81538,0,0,85562
59136,0,0,93128
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,81183
503,0,-1,96308
2422,1,0,13636
95052,0,0,38980
51508,1,0,86216
62401,0,0,28052
4486,0,0,95039
17368,0,-1,51561
20911,1,0,30536
91148,0,0,84097
7450,0,-1,99648
96178,0,0,15666
49739,0,-1,828
81466,1,0,51809
12279,0,0,63897
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
69608,0,0,40998
47041,2,0,19323
87353,0,0,93423
83143,0,0,83621
43864,1,0,33787
91764,0,-1,24108
56687,0,-1,43529
73230,0,-1,317
64719,1,0,21082
8072,0,0,80577
86517,0,0,23442
25800,0,-1,83568
66057,1,0,52752
13222,0,0,54324
29245,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,0,0,91764
93128,0,-1,57699
5133,1,0,37309
95330,0,0,96221
92397,1,0,43457
71782,0,-1,67194
64440,0,0,43724
262,0,-1,72410
98774,1,0,26436
95128,0,0,12113
16420,0,0,98706
12113,0,0,89642
98706,0,-1,4086
34539,0,0,27037
2683,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
23933,0,-1,66867
38013,2,0,68223
88203,1,0,38280
19696,1,0,28013
77900,1,0,67823
68223,0,0,28836
30878,0,0,21431
38624,0,0,4229
30769,0,0,31026
28836,0,0,60821
21431,0,-1,24542
16,0,-1,61397
2416,0,-1,99071
62351,1,0,32694
32051,0,0,77200
52121,1,0,78625
24300,0,0,46615
84197,1,0,67671
62909,1,0,33033
40846,0,0,93638
84357,0,0,73456
31628,0,-1,60050
44717,1,0,36040
90855,1,0,13639
55066,2,0,99756
59532,0,-1,47024
15916,0,0,12862
40533,0,0,87627
62764,0,-1,19074
91033,0,0,43695
60430,0,-1,828
3485,1,0,90180
73185,1,0,5378
81925,1,0,8429
70456,1,0,35823
11468,0,0,44632
28412,1,0,98536
43610,2,0,7559
46661,0,0,98962
8272,1,0,5251
43781,0,0,91475
20499,0,0,66432
54348,0,0,42767
48933,0,0,15699
33433,0,0,67252
91475,0,0,36206
66432,0,-1,20429
9095,0,-1,96982
65943,0,-1,55760
34079,0,-1,51174
50805,1,0,21148
20505,1,0,52698
29245,0,0,25115
83621,0,0,31628
2529,1,0,73774
6041,0,0,30373
39139,0,0,96496
67874,1,0,98962
67012,0,0,25618
17935,1,0,69144
97469,0,-1,20429
98684,0,-1,96982
80691,0,0,65943
52870,0,0,84474
57336,1,0,46135
65943,0,-1,55760
39920,0,-1,51174
62351,1,0,32694
32051,0,0,72121
47042,1,0,73546
19221,1,0,940
76585,1,0,43707
38945,0,0,50877
79455,0,0,90135
19741,1,0,51682
8272,1,0,5251
86623,0,0,4966
97469,0,-1,20429
19561,0,-1,96982
73493,0,0,23049
67325,0,0,1144
32218,0,0,52000
23049,0,-1,55760
34079,0,-1,51174
62351,1,0,32694
32051,1,0,64244
40791,0,0,809
19221,0,0,46337
83919,1,0,89928
46279,1,0,32755
16716,0,0,1895
23101,0,0,48933
34057,0,-1,95512
90963,1,0,42023
29843,0,0,64864
31788,0,0,8004
10139,2,0,52995
42023,1,0,55771
64864,0,-1,26166
9455,0,-1,18466
17767,0,0,66603
16420,0,0,98706
66603,0,-1,33065
77330,1,0,47673
8143,1,0,79223
16883,0,0,13928
48692,1,0,30411
89704,1,0,73178
68416,0,0,86697
43289,0,0,37335
15699,0,-1,23673
8681,1,0,18808
76269,0,0,8081
59991,1,0,35750
9735,0,0,12085
18808,0,0,79915
8081,0,-1,63263
37443,0,0,50688
44345,0,0,53986
20471,0,-1,46397
50861,0,-1,18352
31761,0,0,92937
66511,1,0,46792
2465,1,0,84357
74644,0,0,62862
94876,1,0,66121
24171,0,0,32919
43289,0,0,37335
93450,1,0,39601
34057,0,-1,95512
90963,1,0,42023
84359,0,-1,26166
41013,0,0,55917
4392,1,0,6326
27122,0,0,34192
55917,0,0,65558
6326,0,0,84765
34192,0,-1,45687
80000,0,-1,82155
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,29831
2544,0,0,65120
47237,1,0,4127
78730,1,0,36846
94283,0,0,91448
59952,0,0,12507
2896,0,0,13034
7511,0,0,41131
80233,0,0,79733
75900,2,0,98684
21431,0,-1,24542
16,0,-1,61397
56848,0,0,88833
8046,0,-1,41579
73681,1,0,44024
43381,0,0,40846
15767,1,0,81158
43185,0,0,37643
95154,1,0,43864
59779,1,0,34606
93128,0,-1,57699
63813,1,0,13914
56697,0,0,51377
92397,1,0,43457
14624,0,0,15945
13914,0,0,55408
58752,2,0,29832
50832,0,0,52820
38202,0,-1,80043
81045,0,0,73493
84474,0,-1,87798
52728,0,-1,4086
58938,1,0,45633
28638,2,0,60831
37378,1,0,63882
25909,1,0,91276
66921,0,0,32375
60916,0,0,9718
36670,0,0,1895
19741,1,0,51682
8272,1,0,5251
43781,0,0,91475
97469,2,0,66432
94493,0,0,14275
39601,0,0,59633
33433,1,0,13541
91475,0,0,36206
66432,0,-1,20429
75900,0,-1,96982
23049,0,-1,55760
92190,0,0,29305
46929,0,-1,83568
39923,0,0,24171
58858,1,0,39139
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
24171,0,0,73530
39139,1,0,60137
15591,0,0,8840
8272,1,0,5251
86623,0,0,4966
88315,0,-1,20429
41526,0,0,9095
63063,0,-1,24542
3399,0,0,16
47418,0,0,88050
94247,2,0,65327
16,0,-1,61397
56848,0,0,88833
66491,0,-1,41579
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
83359,2,0,86195
86410,0,0,85197
13804,0,0,45379
37456,0,0,5025
2818,0,0,49169
78410,0,0,85690
79945,0,0,80342
60815,0,-1,60328
69578,0,-1,5709
70284,0,-1,21172
39466,0,-1,73734
36929,1,0,7272
67742,1,0,38822
60130,0,0,63968
82380,1,0,2986
39744,1,0,45753
2104,1,0,88580
33654,0,0,59136
80342,0,-1,52732
57145,1,0,44588
70564,0,0,63920
22677,0,0,16369
44257,0,0,44427
87347,2,0,88079
76769,0,0,76269
12944,0,-1,55252
77428,0,-1,75186
92190,0,0,29305
80232,0,0,12217
29305,0,-1,51174
96110,0,0,22704
75815,1,0,46895
68203,1,0,49946
56734,1,0,77340
97746,1,0,20107
22704,0,0,81183
46792,1,0,67790
84357,0,0,73456
56536,0,0,68190
73774,0,0,9755
73530,0,-1,66867
49101,1,0,4260
31602,0,0,80628
82647,0,-1,57796
87497,0,-1,45687
18663,0,0,38445
6705,0,0,33006
38445,0,-1,82155
37572,1,0,7915
7272,1,0,39465
16012,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
39139,0,0,92346
63724,0,0,52021
8272,0,0,17579
17935,1,0,69144
20499,0,0,66432
594,0,-1,54020
90788,0,-1,5428
81603,0,0,26193
37094,0,0,20253
91420,0,-1,11850
1881,0,0,52571
25800,0,-1,83568
39923,1,0,10266
70736,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,0,0,39631
98388,1,0,56863
28672,0,0,90135
19741,1,0,51682
8272,1,0,5251
43781,0,0,91475
20499,0,0,66432
69585,0,-1,54020
4486,0,0,95039
57017,0,0,1748
63173,0,0,71612
51153,0,-1,95267
23049,0,-1,55760
34079,0,-1,51174
31850,0,0,9552
62663,1,0,33743
71403,1,0,36794
43582,1,0,64188
84594,1,0,6955
9552,0,-1,22021
11086,1,0,72597
72985,0,0,22812
19696,0,0,58527
79733,1,0,30769
41526,0,0,9095
15237,0,0,43475
58527,0,0,73258
30769,0,0,31026
9095,0,-1,96982
65943,0,-1,55760
1881,0,0,52571
25800,0,-1,83568
81466,1,0,51809
12279,1,0,83359
21019,0,0,17106
35518,0,0,55300
92882,1,0,60004
55242,0,0,16119
43071,1,0,45907
73385,0,-1,9188
34673,0,0,51801
92821,0,0,76769
92684,0,0,35750
60597,1,0,15756
60198,2,0,35808
8081,0,-1,63263
37443,0,0,50688
51987,1,0,93381
42688,0,-1,46397
50861,0,-1,18352
76214,1,0,62909
7027,1,0,78107
15767,1,0,81158
43185,1,0,8552
84197,1,0,67671
62909,1,0,33033
78107,0,0,66511
84357,0,0,4690
87770,0,0,3574
86623,0,0,4966
20499,0,0,66432
94493,0,0,14275
12938,0,-1,23673
79183,0,-1,66320
71641,0,0,12273
73620,0,-1,88466
22464,0,-1,41579
66057,1,0,52752
13222,1,0,84302
5610,1,0,87353
94141,0,0,21206
58788,1,0,42262
21148,0,0,34961
46792,1,0,67790
84357,0,0,4690
62862,0,-1,3087
65219,2,0,40190
68753,1,0,80269
60331,0,0,1407
74317,0,-1,48765
80431,0,0,2453
57539,0,0,31921
15904,0,0,25545
2453,0,-1,37883
50861,0,-1,18352
82913,1,0,69608
30078,1,0,1158
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
69608,0,0,40998
84302,0,0,82640
50670,0,0,94812
87770,0,0,3574
86623,0,0,4966
97469,0,-1,20429
98684,0,-1,96982
80691,1,0,81815
46416,0,-1,87798
68146,0,0,83249
17767,0,0,66603
83249,0,0,76347
66603,2,0,93185
76347,0,-1,4086
39923,1,0,10266
70736,1,0,41816
79476,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
39139,1,0,60137
63724,0,0,52021
8272,0,0,17579
17935,0,0,6354
20499,0,0,66432
54348,0,0,42767
35418,0,-1,23673
93950,0,0,8681
8081,0,-1,63263
53524,0,-1,96710
78102,0,-1,61637
81466,1,0,51809
12279,1,0,83359
21019,0,0,2694
76345,1,0,41712
78470,1,0,831
96069,1,0,66193
11267,1,0,14103
2694,0,-1,64579
53859,0,0,95109
19459,0,0,21576
15024,0,0,20519
8435,0,0,25576
79183,0,-1,66320
48611,0,0,98782
73620,0,-1,88466
15694,0,0,50888
23545,0,-1,99071
41178,1,0,27873
27230,1,0,43071
80731,1,0,62474
8149,1,0,89868
49161,1,0,32635
27873,0,0,16119
43071,0,0,63213
86482,1,0,2071
13876,0,0,83621
43864,0,0,71146
91764,0,-1,31483
64062,0,-1,91115
68156,0,0,81045
88355,0,0,49734
17711,0,-1,48641
46190,0,-1,73973
90573,1,0,60916
60273,1,0,31353
69013,1,0,34404
41192,0,0,21530
42760,1,0,26234
21472,0,0,86697
43289,1,0,80639
19741,1,0,51682
67012,0,0,25618
17935,0,0,6354
18158,0,0,66208
54348,0,0,42767
39601,0,0,59633
25618,0,0,34057
6354,0,-1,96223
77964,0,-1,79195
79303,0,-1,10358
46190,0,-1,73973
62351,1,0,32694
32051,0,0,77200
52121,0,0,8421
43185,1,0,8552
84197,0,0,5231
59779,1,0,34606
93128,0,-1,57699
69311,0,-1,51975
36983,1,0,88435
13903,0,0,67965
43278,1,0,80945
88435,2,0,20628
67965,0,-1,7444
39818,1,0,93614
90437,0,0,5267
93614,0,0,87495
5267,0,-1,14076
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,85828
69608,0,0,40998
84302,0,0,87719
55749,0,0,2465
56536,1,0,53515
8397,0,-1,44260
12477,0,-1,23684
42226,0,0,8922
85469,1,0,41808
6468,0,0,40287
8922,0,0,18563
41808,0,0,24094
40287,0,-1,33351
80000,0,-1,82155
81466,0,0,40053
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,1,0,37456
40053,2,0,37292
64244,0,0,5516
73546,1,0,5487
940,0,0,58964
89928,1,0,81251
50877,0,0,28083
96496,0,0,90953
39601,0,0,59633
86971,0,-1,95512
42023,0,0,42280
68739,0,-1,26166
55917,0,0,65558
13685,0,-1,32376
2416,0,-1,99071
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,1,0,6019
81664,0,0,79129
62909,0,0,27586
39417,0,0,53737
76982,1,0,92571
49161,0,0,60815
1022,0,-1,13026
5392,0,0,42329
78549,0,-1,87265
43456,1,0,20010
20347,0,0,25144
7537,0,-1,84224
59681,0,0,53735
37053,0,0,32528
53735,0,-1,73973
32983,1,0,19678
2683,1,0,34876
11423,1,0,37927
99954,1,0,65321
40966,1,0,24440
19678,0,0,27308
39139,1,0,60137
15591,0,0,8840
8272,0,0,17579
17935,0,0,6354
18158,0,0,66208
54348,0,0,42767
12938,0,-1,23673
93950,0,0,8681
8081,0,-1,63263
10953,0,-1,96710
78102,0,-1,61637
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,0,0,84381
51809,1,0,38285
83359,0,0,18380
86410,1,0,18351
51867,0,-1,53920
84018,0,-1,94898
10056,0,0,14688
29187,0,-1,72061
28276,1,0,45319
13806,0,0,30656
33397,0,0,58376
25170,0,-1,62254
66057,1,0,52752
13222,0,0,54324
29245,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,1,0,34606
93128,0,-1,57699
5133,1,0,37309
95330,0,0,96221
92397,1,0,43457
14624,0,0,15945
37309,0,0,15573
87244,0,-1,85260
35870,0,0,75041
21560,0,0,67406
13142,0,-1,99648
69688,0,-1,13810
81466,0,0,59168
12279,0,0,46098
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,79395
85219,0,-1,54019
40321,1,0,65449
91650,1,0,80131
64806,1,0,39777
65449,0,0,65203
80131,0,0,56360
98539,0,0,45264
84548,0,-1,317
12993,0,-1,98141
58938,0,0,7162
60273,0,0,94092
69013,1,0,34404
41192,1,0,61798
82204,1,0,4565
7162,0,-1,55234
77410,0,0,27112
88203,1,0,38280
19696,0,0,58527
79733,1,0,30769
19561,0,-1,96982
73493,1,0,36540
80995,0,0,9233
57336,0,0,3293
36540,0,0,77777
9233,0,0,46416
3293,0,-1,48641
53735,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,36179
4209,0,0,86644
31603,0,0,65437
57514,0,0,93479
25746,0,0,92699
61112,0,-1,96308
45821,0,-1,3711
84170,0,0,26193
97469,0,-1,86798
57603,1,0,55015
91562,0,0,63102
55015,0,-1,41736
48553,1,0,35248
18253,1,0,50446
26993,1,0,53497
15524,0,0,43968
81550,1,0,87559
43910,0,0,86697
43289,1,0,80639
19741,0,0,88558
34057,0,-1,95512
90963,1,0,42023
52150,0,0,68739
36428,0,0,80062
58866,0,0,52995
42023,0,0,42280
68739,0,-1,26166
26298,0,-1,18466
17767,0,0,66603
52728,0,-1,4086
62677,1,0,49372
32377,1,0,64570
41117,1,0,67621
29648,1,0,95015
70660,0,0,47990
2538,1,0,77365
43289,1,0,80639
19741,0,0,88558
81981,0,0,86971
27416,0,0,90713
20499,0,0,66432
54348,0,0,42767
88558,0,0,93450
86971,0,-1,95512
93393,0,-1,52708
59321,0,-1,81270
17901,0,-1,82155
96637,0,0,90164
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,1,0,87567
90164,0,-1,60380
33093,0,0,8834
45166,0,0,31602
19696,1,0,28013
77900,0,0,12595
60821,0,0,75900
63063,0,-1,24542
3399,1,0,62806
47418,0,0,88050
77428,0,-1,75186
92190,0,0,29305
80232,0,0,12217
29305,0,-1,51174
81466,0,0,1488
54599,0,0,22162
80731,1,0,62474
8149,1,0,89868
49161,1,0,32635
35232,2,0,16119
22162,0,-1,71878
10215,1,0,67105
2845,0,0,55319
92397,1,0,43457
71782,0,-1,67194
75809,0,0,76895
67853,0,0,22174
31708,1,0,20483
81045,0,0,73493
84474,0,-1,87798
16420,0,0,98706
13544,0,0,93185
98706,0,-1,4086
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,1,0,87567
82805,0,0,71051
98003,0,0,76837
44867,0,0,94812
87770,1,0,45862
66121,0,0,30257
34523,0,0,34023
594,0,-1,54020
33630,2,0,99021
57017,0,0,1748
91051,0,-1,15062
89266,0,0,63624
73815,0,0,56101
33407,0,-1,4354
25170,0,-1,62254
96637,1,0,66980
66337,1,0,98530
75077,0,0,35692
70456,0,0,73231
10813,0,0,47990
2538,0,0,5785
90953,1,0,54348
15699,0,-1,23673
35808,0,-1,66320
34604,0,0,78238
79100,0,0,57539
25545,1,0,55731
78238,0,-1,37883
62466,0,0,50861
10835,1,0,43052
50861,0,-1,18352
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,0,0,32752
70334,1,0,37456
32694,1,0,2818
65870,0,-1,97829
36166,1,0,9408
3888,0,-1,44651
8641,2,0,4462
55817,1,0,16426
30134,0,0,89879
78907,0,0,53342
64637,2,0,95898
66216,0,0,64854
53342,0,0,20911
95898,0,0,89779
64854,0,-1,99648
43695,0,0,69688
76295,0,-1,828
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,1,0,38285
83359,0,0,18380
86410,0,0,88617
94689,0,0,56709
15483,0,-1,20030
39710,1,0,56753
19805,0,0,88131
86794,0,-1,26928
23763,0,0,28560
20413,0,0,83883
81555,0,-1,40932
91562,0,0,63102
88186,0,-1,41736
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,0,0,5231
59779,1,0,34606
39417,0,0,53737
76982,1,0,92571
49161,0,0,60815
5231,0,0,57893
34606,0,0,44247
53737,0,-1,57699
13914,0,0,48033
96221,0,-1,92913
35406,0,-1,61271
86070,0,-1,51872
96110,1,0,82805
26923,1,0,98003
35663,0,0,38322
56734,1,0,77340
97746,1,0,20107
15345,0,0,27586
39417,1,0,76767
80342,0,-1,43755
64520,1,0,90850
61587,0,0,63920
81473,0,0,2058
87933,0,0,52069
87347,0,0,90559
8081,0,-1,63263
10953,0,-1,96710
78102,0,-1,61637
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,1,0,72923
51809,0,0,56407
83359,0,0,95852
63882,1,0,95823
29339,0,-1,87221
86795,1,0,98968
91709,0,-1,7051
15695,0,0,24438
37942,0,0,88033
62607,0,0,20690
9455,0,-1,18466
93185,0,-1,33065
50805,1,0,21148
20505,1,0,52698
29245,1,0,55749
17776,1,0,83143
58788,1,0,42262
21148,0,0,34961
46792,0,0,92346
15591,0,0,8840
8272,0,0,17579
17935,0,0,6354
18158,1,0,34023
594,0,-1,54020
81456,0,-1,5428
81603,0,0,26193
97469,0,-1,86798
50244,0,0,55015
91562,0,0,63102
55015,0,-1,41736
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,3370
92435,0,0,27456
9573,0,0,19349
41066,1,0,60295
56619,0,0,42096
10600,0,-1,25524
38873,0,0,12490
8677,0,0,59693
90297,0,-1,79507
64485,1,0,95746
50802,0,0,56282
19608,0,-1,73973
31761,0,0,92937
66511,1,0,46792
2465,1,0,84357
74644,0,0,31628
2529,1,0,73774
92937,0,0,73530
39139,1,0,60137
15591,1,0,31180
62862,0,-1,3087
65219,1,0,40190
55262,0,0,82026
36428,0,0,80062
42108,0,0,32685
42023,0,0,42280
82026,0,0,84359
80062,2,0,73392
32685,0,-1,48765
2453,0,-1,37883
28580,0,-1,18352
96637,0,0,13226
66337,1,0,98530
75077,0,0,28317
63081,1,0,44800
4093,1,0,87567
90164,0,-1,49107
38172,1,0,16035
99971,0,0,57585
84312,1,0,76277
81403,1,0,32439
97365,0,0,20149
57585,0,-1,39501
55111,0,0,99893
91693,0,0,88663
94247,0,-1,75186
34079,0,-1,51174
96637,1,0,66980
66337,1,0,98530
75077,0,0,28844
47256,1,0,67862
4620,1,0,10629
66980,0,0,78426
5378,0,0,78631
35037,0,0,52021
8272,1,0,5251
86623,1,0,76546
34523,0,0,34023
594,0,-1,54020
90788,0,-1,5428
84285,0,0,97254
37094,0,0,20253
97874,0,0,27471
97254,0,-1,28669
69688,0,-1,13810
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,1,0,2986
39744,0,0,5231
59779,0,0,91764
39417,1,0,76767
76982,1,0,92571
49161,0,0,60815
5231,0,0,57893
91764,0,-1,24108
6342,0,0,12774
95521,0,0,74425
77828,2,0,37259
46806,0,-1,59991
57154,0,-1,30089
71108,0,-1,75091
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,0,0,56407
83359,0,0,18380
86410,1,0,18351
13804,0,0,79665
38439,0,-1,74915
87917,0,-1,5992
93786,0,0,20480
11449,1,0,88003
88340,0,0,93137
1347,0,-1,10358
59681,0,0,53735
37053,0,0,32528
53735,0,-1,73973
41717,1,0,28412
72530,0,0,71709
98962,1,0,19741
87493,1,0,8272
99026,1,0,86623
2538,0,0,5785
64134,0,0,69585
93450,1,0,39601
81981,0,0,86971
17935,1,0,69144
5785,0,0,34023
69585,0,-1,54020
4486,0,0,95039
17368,0,-1,51561
20911,0,0,87694
81667,0,0,94912
7450,0,-1,99648
69688,0,-1,13810
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,69666
52009,1,0,74370
69608,0,0,13384
79223,0,0,18635
3017,1,0,18606
68474,0,0,86904
86623,2,0,76546
34523,0,0,34023
594,0,-1,54020
4486,0,0,95039
98383,1,0,18778
49162,0,0,4634
18720,0,0,62354
95039,0,-1,5428
64232,0,-1,28669
69688,0,-1,13810
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,740
45633,0,0,65514
31353,1,0,95302
34404,0,0,77395
83467,1,0,80619
76579,0,0,652
34523,2,0,87006
80639,0,0,44707
12938,0,-1,23673
18808,0,0,79915
1234,0,-1,63263
53524,0,-1,96710
29836,0,0,3893
2587,0,-1,7585
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
83359,0,0,18380
86410,0,0,85197
13804,0,0,92402
831,0,0,79603
77396,0,0,23601
68675,0,0,93128
66081,0,-1,52732
58036,0,-1,52433
21021,0,-1,3314
28113,0,-1,46857
96637,1,0,66980
66337,1,0,98530
75077,0,0,28844
47256,1,0,67862
4620,1,0,10629
66980,2,0,37104
98530,0,0,33551
28844,0,-1,45191
34471,0,0,74542
21427,1,0,12750
12169,0,0,566
36871,0,-1,60489
48786,0,-1,23935
13097,1,0,61609
54041,2,0,80293
61609,0,0,43895
80293,0,0,75820
70443,0,0,96178
54155,0,-1,828
45002,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,90160
39417,0,0,61112
84357,0,0,4690
87770,1,0,45862
66121,1,0,33509
73530,0,-1,66867
60559,0,0,15549
63063,0,-1,24542
3399,0,0,16
93410,0,0,78230
23866,0,0,49859
16,0,-1,61397
2416,0,-1,99071
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,0,0,42838
10266,0,0,27308
39139,0,0,96496
19741,0,0,88558
81981,1,0,33433
36206,0,-1,96223
63060,0,0,77964
81961,0,-1,12893
15850,0,0,73815
38475,1,0,79869
7537,0,-1,84224
30509,0,0,19608
27362,0,0,46464
19608,0,-1,73973
9374,1,0,96069
40187,1,0,11267
48927,0,0,2694
76345,1,0,41712
78470,1,0,831
96069,0,0,84315
11267,0,0,46288
2694,0,-1,69658
58938,1,0,17030
13354,0,0,76824
97418,0,-1,44788
38480,0,0,92387
55111,1,0,70976
50282,0,-1,53106
85485,0,0,50678
60698,0,0,79800
50678,0,0,75469
79800,0,-1,7585
81466,1,0,51809
12279,1,0,83359
21019,0,0,2694
76345,1,0,41712
78470,1,0,831
96069,0,0,95518
38822,1,0,41658
69136,0,-1,3377
53770,1,0,67101
24538,0,0,82967
88812,0,-1,3268
65666,0,0,16883
7525,0,0,3396
13705,0,0,97022
16883,0,-1,89019
12993,0,-1,98141
84899,1,0,55242
54599,1,0,86792
63339,0,0,80760
15524,1,0,80891
56536,0,0,79374
7915,0,0,27308
39139,1,0,60137
80064,0,-1,95491
16256,1,0,87347
45508,2,0,76769
33209,0,0,71572
60597,1,0,15756
18808,0,0,79915
8081,0,-1,63263
91451,0,0,5250
51987,0,0,85806
20471,0,-1,46397
65833,0,0,48951
30617,0,-1,96377
62351,1,0,32694
32051,0,0,65870
40791,1,0,67295
12970,0,0,44082
81664,1,0,48786
44024,1,0,14148
77200,0,-1,77827
16164,1,0,11941
67534,0,0,89986
31006,1,0,43179
53233,0,0,58704
17786,0,0,59097
98383,0,-1,51561
20911,0,0,87694
58861,0,-1,14867
44393,0,0,13544
52728,0,-1,4086
76214,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,0,0,1022
85562,0,0,90160
39417,1,0,76767
76982,1,0,92571
49161,1,0,62492
1022,0,-1,22003
84526,0,-1,27187
13520,0,0,57154
59713,0,0,44541
31468,0,0,51250
57154,0,-1,30089
71108,2,0,42188
85367,0,-1,59567
41178,0,0,35232
27230,0,0,46170
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
59240,0,0,81183
503,0,-1,96308
2422,0,0,45821
95052,0,0,38980
